Date,Title,URL
"September 25, 2024","Remarks by President Biden at an Event with World Leaders Launching a Joint Declaration of Support for Ukrainian Recovery and Reconstruction | New York, NY",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/25/remarks-by-president-biden-at-an-event-with-world-leaders-launching-a-joint-declaration-of-support-for-ukrainian-recovery-and-reconstruction-new-york-ny/
"September 24, 2024","Remarks by President Biden on Climate at the Bloomberg Global Business Forum | New York, NY",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/24/remarks-by-president-biden-on-climate-at-the-bloomberg-global-business-forum-new-york-ny/
"September 24, 2024","Remarks by President Biden at the Global Coalition to Address Synthetic Drug Threats | New York, NY",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/24/remarks-by-president-biden-at-the-global-coalition-to-address-synthetic-drug-threats-new-york-ny/
"September 24, 2024","Remarks by President Biden Before the 79th Session of the United Nations General Assembly | New York, NY",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/24/remarks-by-president-biden-before-the-79th-session-of-the-united-nations-general-assembly-new-york-ny/
"September 23, 2024","Remarks by President Biden Receiving the Clinton Global Citizen Award | New York, New York",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/23/remarks-by-president-biden-receiving-the-clinton-global-citizen-award-new-york-new-york/
"September 23, 2024",Remarks by President Biden and President Mohamed bin Zayed al Nahyan of the United Arab Emirates Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/23/remarks-by-president-biden-and-president-mohamed-bin-zayed-al-nahyan-of-the-united-arab-emirates-before-bilateral-meeting-2/
"September 23, 2024","Remarks by President Biden, Prime Minister Modi of the Republic of India, Prime Minister Kishida of Japan, and Prime Minister Albanese of Australia Before Quad Leaders’ Summit Meeting | Claymont, DE (September 21, 2024)",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/23/remarks-by-president-biden-prime-minister-modi-of-the-republic-of-india-prime-minister-kishida-of-japan-and-prime-minister-albanese-of-australia-before-quad-leaders-summit-meeting-claymont-de/
"September 21, 2024","Remarks by President Biden, Prime Minister Modi of the Republic of India, Prime Minister Kishida of Japan, and Prime Minister Albanese of Australia at Quad Cancer Moonshot Announcement | Claymont, DE",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/21/remarks-by-president-biden-prime-minister-modi-of-the-republic-of-india-prime-minister-kishida-of-japan-and-prime-minister-albanese-of-australia-at-quad-cancer-moonshot-announcement-claymont-de/
"September 13, 2024",Remarks by President Biden and Prime Minister Keir Starmer of the United Kingdom Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/13/remarks-by-president-biden-and-prime-minister-keir-starmer-of-the-united-kingdom-before-bilateral-meeting-2/
"August 01, 2024","Remarks by President Biden and Vice President Harris Upon Return of Americans Detained in Russia | Joint Base Andrews, MD",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/08/01/remarks-by-president-biden-and-vice-president-harris-upon-return-of-americans-detained-in-russia-joint-base-andrews-md/
"August 01, 2024",Remarks by President Biden on Freeing Americans Detained in Russia,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/08/01/remarks-by-president-biden-on-freeing-americans-detained-in-russia/
"July 16, 2024","Remarks by President Biden in Economic Summit | North Las Vegas, NV",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/07/16/remarks-by-president-biden-in-economic-summit-north-las-vegas-nv/
"July 11, 2024",Remarks by President Biden and President Volodymyr Zelenskyy of Ukraine Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/07/11/remarks-by-president-biden-and-president-volodymyr-zelenskyy-of-ukraine-before-bilateral-meeting-6/
"July 11, 2024",Remarks by President Biden on the Ukraine Compact,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/07/11/remarks-by-president-biden-on-the-ukraine-compact/
"July 10, 2024",Remarks by President Biden and NATO Secretary-General Jens Stoltenberg at Dinner with NATO Allies and Partners,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/07/10/remarks-by-president-biden-and-nato-secretary-general-jens-stoltenberg-at-dinner-with-nato-allies-and-partners/
"July 10, 2024",Remarks by President Biden and Prime Minister Keir Starmer of the United Kingdom Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/07/10/remarks-by-president-biden-and-prime-minister-keir-starmer-of-the-united-kingdom-before-bilateral-meeting/
"July 09, 2024",Remarks by President Biden on the 75th Anniversary of the North Atlantic Treaty Organization Alliance,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/07/09/remarks-by-president-biden-on-the-75th-anniversary-of-the-north-atlantic-treaty-organization-alliance/
"July 04, 2024",Remarks by President Biden at a Barbeque with Active-Duty Military Service Members and Their Families,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/07/04/remarks-by-president-biden-at-a-barbeque-with-active-duty-military-service-members-and-their-families/
"June 17, 2024",Remarks by President Biden and NATO Secretary General Jens Stoltenberg Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/06/17/remarks-by-president-biden-and-nato-secretary-general-jens-stoltenberg-before-bilateral-meeting-2/
"June 13, 2024","Remarks by President Biden and President Volodymyr Zelenskyy of Ukraine in Joint Press Conference | Fasano, Italy",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/06/13/remarks-by-president-biden-and-president-volodymyr-zelenskyy-of-ukraine-in-joint-press-conference-fasano-italy/
"June 13, 2024","Remarks by President Biden During Partnership for Global Infrastructure and Investment Event | Savelletri, Italy",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/06/13/remarks-by-president-biden-during-partnership-for-global-infrastructure-and-investment-event-savelletri-italy/
"June 08, 2024","Remarks by President Biden and President Macron of France at State Dinner | Paris, France",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/06/08/remarks-by-president-biden-and-president-macron-of-france-at-state-dinner-paris-france/
"June 08, 2024","Remarks by President Biden and President Macron of France in Joint Press Statements | Paris, France",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/06/08/remarks-by-president-biden-and-president-macron-of-france-in-joint-press-statements-paris-france/
"June 07, 2024","Remarks by President Biden on Democracy and Freedom | Normandy, France",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/06/07/remarks-by-president-biden-on-democracy-and-freedom-normandy-france/
"June 07, 2024",Remarks by President Biden and President Volodymyr Zelenskyy of Ukraine Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/06/07/remarks-by-president-biden-and-president-volodymyr-zelenskyy-of-ukraine-before-bilateral-meeting-5/
"June 06, 2024","Remarks by President Biden Commemorating the 80th Anniversary of D-Day | Collevile-sur-Mer, France",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/06/06/remarks-by-president-biden-commemorating-the-80th-anniversary-of-d-day-collevile-sur-mer-france/
"May 31, 2024",Remarks by President Biden on the Middle East,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/05/31/remarks-by-president-biden-on-the-middle-east-2/
"May 25, 2024","Remarks by President Biden in Commencement Address to the United States Military Academy at West Point | West Point, NY",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/05/25/remarks-by-president-biden-in-commencement-address-to-the-united-states-military-academy-at-west-point-west-point-ny/
"May 23, 2024",Remarks by President Biden and President William Ruto of the Republic of Kenya at State Dinner,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/05/23/remarks-by-president-biden-and-president-william-ruto-of-the-republic-of-kenya-at-state-dinner/
"May 23, 2024",Remarks by President Biden and President William Ruto of the Republic of Kenya at Arrival Ceremony,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/05/23/remarks-by-president-biden-and-president-william-ruto-of-the-republic-of-kenya-at-arrival-ceremony/
"May 23, 2024",Remarks by President Biden and President William Ruto of the Republic of Kenya Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/05/23/remarks-by-president-biden-and-president-william-ruto-of-the-republic-of-kenya-before-bilateral-meeting/
"May 23, 2024",Remarks by President Biden and President William Ruto of the Republic of Kenya in Joint Press Conference,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/05/23/remarks-by-president-biden-and-president-william-ruto-of-the-republic-of-kenya-in-joint-press-conference/
"May 22, 2024",Remarks by President Biden and President William Ruto of the Republic of Kenya During Arrival Welcome,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/05/22/remarks-by-president-biden-and-president-william-ruto-of-the-republic-of-kenya-during-arrival-welcome/
"May 22, 2024",Remarks by President Biden and President William Ruto of Kenya During Meeting with CEOs and Business Leaders,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/05/22/remarks-by-president-biden-and-president-william-ruto-of-kenya-during-meeting-with-ceos-and-business-leaders/
"May 14, 2024",Remarks by President Biden on His Actions to Protect American Workers and Businesses from China’s Unfair Trade Practices,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/05/14/remarks-by-president-biden-remarks-by-president-biden-on-his-actions-to-protect-american-workers-and-businesses-from-chinas-unfair-trade-practices/
"May 07, 2024",Remarks by President Biden and President Iohannis of Romania Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/05/07/remarks-by-president-biden-and-president-iohannis-of-romania-before-bilateral-meeting/
"April 24, 2024","Remarks by President Biden on the Passage of H.R. 815, the National Security Supplemental",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/04/24/remarks-by-president-biden-on-the-passage-of-h-r-815-the-national-security-supplemental/
"April 17, 2024","Remarks by President Biden on New Actions to Protect U.S. Steel and Shipbuilding Industry from China’s Unfair Practices | Pittsburgh, PA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/04/17/remarks-by-president-biden-on-new-actions-to-protect-u-s-steel-and-shipbuilding-industry-from-chinas-unfair-practices-pittsburgh-pa/
"April 15, 2024",Remarks by President Biden and Prime Minister Petr Fiala of the Czech Republic Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/04/15/remarks-by-president-biden-and-prime-minister-petr-fiala-of-the-czech-republic-before-bilateral-meeting/
"April 15, 2024",Remarks by President Biden and Prime Minister Mohammed Shyaa al-Sudani of the Republic of Iraq Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/04/15/remarks-by-president-biden-and-prime-minister-mohammed-shyaa-al-sudani-of-the-republic-of-iraq-before-bilateral-meeting/
"April 11, 2024","Remarks by President Biden, President Ferdinand Marcos Jr. of the Republic of the Philippines, and Prime Minister Kishida Fumio of Japan Before Trilateral",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/04/11/remarks-by-president-biden-president-ferdinand-marcos-jr-of-the-republic-of-the-philippines-and-prime-minister-kishida-fumio-of-japan-before-trilateral/
"April 10, 2024",Remarks by President Biden and Prime Minister Kishida Fumio of Japan at State Dinner,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/04/10/remarks-by-president-biden-and-prime-minister-kishida-fumio-of-japan-at-state-dinner/
"April 10, 2024",Remarks by President Biden and Prime Minister Kishida Fumio of Japan Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/04/10/remarks-by-president-biden-and-prime-minister-kishida-fumio-of-japan-before-bilateral-meeting-2/
"April 10, 2024",Remarks by President Biden and Prime Minister Kishida Fumio of Japan in Joint Press Conference,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/04/10/remarks-by-president-biden-and-prime-minister-kishida-fumio-of-japan-in-joint-press-conference/
"April 10, 2024",Remarks by President Biden and Prime Minister Kishida Fumio of Japan at Arrival Ceremony,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/04/10/remarks-by-president-biden-and-prime-minister-kishida-fumio-of-japan-at-arrival-ceremony/
"March 17, 2024",Remarks by President Biden and Taoiseach Leo Varadkar of Ireland at a St. Patrick’s Day Celebration,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/03/17/remarks-by-president-biden-and-taoiseach-leo-varadkar-of-ireland-at-a-st-patricks-day-celebration/
"March 15, 2024",Remarks by President Biden and Taoiseach Leo Varadkar of Ireland Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/03/15/remarks-by-president-biden-and-taoiseach-leo-varadkar-of-ireland-before-bilateral-meeting-2/
"March 15, 2024","Remarks by President Biden, House Speaker Mike Johnson, and Taoiseach Leo Varadkar of the Republic of Ireland at the Annual Friends of Ireland Luncheon",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/03/15/remarks-by-president-biden-house-speaker-mike-johnson-and-taoiseach-leo-varadkar-of-the-republic-of-ireland-at-the-annual-friends-of-ireland-luncheon/
"March 13, 2024","Remarks by President Biden, President Andrzej Duda, and Prime Minister Donald Tusk of Poland Before Bilateral Meeting",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/03/13/remarks-by-president-biden-president-andrzej-duda-and-prime-minister-donald-tusk-of-poland-before-bilateral-meeting/
"February 16, 2024","Remarks by President Biden on Supporting the Community in East Palestine, Ohio | East Palestine, OH",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/02/16/remarks-by-president-biden-on-supporting-the-community-in-east-palestine-ohio-east-palestine-oh/
"February 12, 2024",Remarks by President Biden and His Majesty King Abdullah II of Jordan After a Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/02/12/remarks-by-president-biden-and-his-majesty-king-abdullah-ii-of-jordan-after-a-meeting/
"February 09, 2024",Remarks by President Biden and Chancellor Olaf Scholz of Germany Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/02/09/remarks-by-president-biden-and-chancellor-olaf-scholz-of-germany-before-bilateral-meeting/
"February 06, 2024",Remarks by President Biden Urging Congress to Pass the Emergency National Security Supplemental Appropriations Act,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/02/06/remarks-by-president-biden-urging-congress-to-pass-the-emergency-national-security-supplemental-appropriations-act/
"December 13, 2023",Remarks by President Biden and President Zelenskyy of Ukraine in Joint Press Conference,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/12/13/remarks-by-president-biden-and-president-zelenskyy-of-ukraine-in-joint-press-conference-2/
"December 12, 2023",Remarks by President Biden and President Volodymyr Zelenskyy of Ukraine Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/12/12/remarks-by-president-biden-and-president-volodymyr-zelenskyy-of-ukraine-before-bilateral-meeting-4/
"December 06, 2023",Remarks by President Biden at the White House Tribal Nations Summit,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/12/06/remarks-by-president-biden-at-the-white-house-tribal-nations-summit-2/
"December 06, 2023","Remarks by President Biden Urging Congress to Pass His National Security Supplemental Request, Including Funding to Support Ukraine",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/12/06/remarks-by-president-biden-urging-congress-to-pass-his-national-security-supplemental-request-including-funding-to-support-ukraine/
"November 30, 2023",Remarks by President Biden and President João Manuel Gonçalves Lourenço of the Republic of Angola Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/30/remarks-by-president-biden-and-president-joao-manuel-goncalves-lourenco-of-the-republic-of-angola-before-bilateral-meeting/
"November 24, 2023",Remarks by President Biden on the Release of Hostages from Gaza,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/24/remarks-by-president-biden-on-the-release-of-hostages-from-gaza/
"November 20, 2023",Remarks by President Biden at Pardoning of the National Turkey,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/20/remarks-by-president-biden-at-pardoning-of-the-national-turkey-2/
"November 20, 2023","Remarks by President Biden and First Lady Jill Biden at Friendsgiving with Service Members and Military Families | Norfolk, VA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/20/remarks-by-president-biden-and-first-lady-jill-biden-at-friendsgiving-with-service-members-and-military-families-norfolk-va/
"November 19, 2023","Remarks by President Biden and First Lady Jill Biden Before Military Families Movie Screening | Norfolk, VA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/19/remarks-by-president-biden-and-first-lady-jill-biden-before-military-families-movie-screening-norfolk-va/
"November 17, 2023",Remarks by President Biden at the APEC Leaders Retreat Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/17/remarks-by-president-biden-at-the-apec-leaders-retreat-meeting/
"November 17, 2023",Remarks by President Biden and President Andrés Manuel López Obrador of Mexico Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/17/remarks-by-president-biden-and-president-andres-manuel-lopez-obrador-of-mexico-before-bilateral-meeting/
"November 16, 2023","Remarks by President Biden at the Indo-Pacific Economic Framework | San Francisco, CA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/16/remarks-by-president-biden-at-the-indo-pacific-economic-framework-san-francisco-ca/
"November 16, 2023","Remarks by President Biden at the APEC CEO Summit | San Francisco, CA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/16/remarks-by-president-biden-at-the-apec-ceo-summit-san-francisco-ca/
"November 15, 2023","Remarks by President Biden and President Xi Jinping of the People’s Republic of China Before Bilateral Meeting | Woodside, CA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/15/remarks-by-president-biden-and-president-xi-jinping-of-the-peoples-republic-of-china-before-bilateral-meeting-woodside-ca/
"November 13, 2023",Remarks by President Biden and President Joko Widodo of Indonesia Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/13/remarks-by-president-biden-and-president-joko-widodo-of-indonesia-before-bilateral-meeting-2/
"November 03, 2023",Remarks by President Biden Before the Americas Partnership for Economic Prosperity Leaders’ Summit,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/03/remarks-by-president-biden-before-the-americas-partnership-for-economic-prosperity-leaders-summit/
"November 02, 2023",Remarks by President Biden and President Gabriel Boric of Chile Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/02/remarks-by-president-biden-and-president-gabriel-boric-of-chile-before-bilateral-meeting/
"November 02, 2023",Remarks by President Biden and President Luis Abinader of the Dominican Republic Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/11/02/remarks-by-president-biden-and-president-luis-abinader-of-the-dominican-republic-before-bilateral-meeting/
"October 31, 2023",Remarks by President Biden on Protecting Americans’ Retirement Security,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/10/31/remarks-by-president-biden-on-protecting-americans-retirement-security/
"October 26, 2023",Remarks by President Biden and Prime Minister Albanese of Australia at State Dinner,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/10/26/remarks-by-president-biden-and-prime-minister-albanese-of-australia-at-state-dinner/
"October 26, 2023",Remarks by President Biden and Prime Minister Anthony Albanese of Australia at Arrival Ceremony,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/10/26/remarks-by-president-biden-and-prime-minister-anthony-albanese-of-australia-at-arrival-ceremony/
"October 25, 2023",Remarks by President Biden and Prime Minister Anthony Albanese of Australia in Joint Press Conference,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/10/25/remarks-by-president-biden-and-prime-minister-anthony-albanese-of-australia-in-joint-press-conference/
"October 25, 2023",Remarks by President Biden and Prime Minister Anthony Albanese of Australia Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/10/25/remarks-by-president-biden-and-prime-minister-anthony-albanese-of-australia-before-bilateral-meeting-3/
"October 20, 2023","Remarks by President Biden, European Council President Charles Michel, and European Commission President Ursula von der Leyen Before Trilateral Meeting",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/10/20/remarks-by-president-biden-european-council-president-charles-michel-and-european-commission-president-ursula-von-der-leyen-before-trilateral-meeting/
"October 20, 2023",Remarks by President Biden on the United States’ Response to Hamas’s Terrorist Attacks Against Israel and Russia’s Ongoing Brutal War Against Ukraine,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2023/10/20/remarks-by-president-biden-on-the-unites-states-response-to-hamass-terrorist-attacks-against-israel-and-russias-ongoing-brutal-war-against-ukraine/
