Date,Title,URL
"January 10, 2025",Remarks by President Biden at a Memorial Service for Former President Jimmy Carter,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2025/01/10/remarks-by-president-biden-at-a-memorial-service-for-former-president-jimmy-carter/
"January 09, 2025","Remarks by President Biden During Briefing on the Palisades Wildfire | Santa Monica, CA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2025/01/09/remarks-by-president-biden-during-briefing-on-the-palisades-wildfire-santa-monica-ca/
"January 07, 2025",Remarks by President Biden at Signing of the Social Security Fairness Act,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2025/01/07/remarks-by-president-biden-at-signing-of-the-social-security-fairness-act/
"January 06, 2025",Remarks by President Biden at an Interfaith Prayer Service for Peace and Healing,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2025/01/06/remarks-by-president-biden-at-an-interfaith-prayer-service-for-peace-and-healing-new-orleans-la/
"January 05, 2025",Remarks by President Biden at Reception for New Democratic Members of Congress,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2025/01/05/remarks-by-president-biden-at-reception-for-new-democratic-members-of-congress/
"January 04, 2025",Remarks by President Biden at Presentation of the Presidential Medal of Freedom,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2025/01/04/remarks-by-president-biden-at-presentation-of-the-presidential-medal-of-freedom-3/
"January 03, 2025",Remarks by President Biden at Medal of Honor Ceremony,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2025/01/03/remarks-by-president-biden-at-medal-of-honor-ceremony/
"January 03, 2025",Remarks by President Biden After Medal of Valor Ceremony,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2025/01/03/remarks-by-president-biden-after-medal-of-valor-ceremony/
"January 02, 2025","Remarks by President Biden on the Latest Developments in New Orleans | Catoctin Mountain Park, MD",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2025/01/02/remarks-by-president-biden-on-the-latest-developments-in-new-orleans-catoctin-mountain-park-md/
"January 02, 2025",Remarks by President Biden on Securing 235 Judicial Confirmations,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2025/01/02/remarks-by-president-biden-on-securing-235-judicial-confirmations/
"December 18, 2024","Remarks by President Biden Before Marine One Departure (December 17, 2024)",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/18/remarks-by-president-biden-before-marine-one-departure-december-17-2024/
"December 16, 2024",Remarks by President Biden at a Hanukkah Holiday Reception,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/16/remarks-by-president-biden-at-a-hanukkah-holiday-reception-2/
"December 16, 2024",Remarks by President Biden Honoring our Nation’s Labor History and Establishing the Frances Perkins National Monument,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/16/remarks-by-president-biden-honoring-our-nations-labor-history-and-the-biden-harris-administrations-work-to-strengthen-americas-workforce/
"December 15, 2024",Remarks by President Biden and Vice President Harris at the Democratic National Committee’s Holiday Reception,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/15/remarks-by-president-biden-and-vice-president-harris-at-the-democratic-national-committees-holiday-reception/
"December 11, 2024",Remarks by President Biden and First Lady Jill Biden at the First-Ever White House Conference on Women’s Health Research,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/11/remarks-by-president-biden-and-first-lady-jill-biden-at-the-first-ever-white-house-conference-on-womens-health-research/
"December 11, 2024","Remarks by President Biden at a Christmas For All Dinner in Celebration of Unity, America, and Special Olympics",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/11/remarks-by-president-biden-at-a-christmas-for-all-dinner-in-celebration-of-unity-america-and-special-olympics/
"December 10, 2024","Remarks by President Biden on His Middle-Out, Bottom-Up Economic Playbook",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/10/remarks-by-president-biden-on-his-middle-out-bottom-up-economic-playbook/
"December 08, 2024",Remarks by President Biden at the 2024 Kennedy Center Honorees Reception,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/08/remarks-by-president-biden-at-the-2024-kennedy-center-honorees-reception/
"December 08, 2024",Remarks by President Biden on the Latest Developments in Syria,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/08/remarks-by-president-biden-on-the-latest-developments-in-syria/
"December 06, 2024",Remarks by President Biden Honoring American Veterans and their Families on the Eve of the 83rd Anniversary of the Attack on Pearl Harbor,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/06/remarks-by-president-biden-honoring-american-veterans-and-their-families-on-the-eve-of-the-83rd-anniversary-of-the-attack-on-pearl-harbor/
"December 05, 2024",Remarks by President Biden at the National Christmas Tree Lighting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/05/remarks-by-president-biden-at-the-national-christmas-tree-lighting-3/
"December 04, 2024","Remarks by President Biden Participating in the Lobito Corridor Trans-Africa Summit | Benguela, Angola",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/04/remarks-by-president-biden-participating-in-the-lobito-corridor-trans-africa-summit-benguela-angola/
"December 03, 2024","Remarks by President Biden and President João Lourenço of Angola Before Bilateral Meeting | Luanda, Angola",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/03/remarks-by-president-biden-and-president-joao-lourenco-of-angola-before-bilateral-meeting-luanda-angola/
"December 03, 2024","Remarks by President Biden Honoring the Past and Future of the Angolan-U.S. Relationship | Belas, Angola",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/03/remarks-by-president-biden-honoring-the-past-and-future-of-the-angolan-u-s-relationship-belas-angola/
"December 03, 2024",Background Press Gaggle on President Biden’s Meeting with President Lourenço of Angola,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/03/background-press-gaggle-on-president-bidens-meeting-with-president-lourenco-of-angola/
"December 02, 2024","Remarks by President Biden, First Lady Jill Biden, Dr. Daniel Driffin, and Jeanne White-Ginder Commemorating World AIDS Day",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/12/02/remarks-by-president-biden-first-lady-jill-biden-dr-daniel-driffin-and-jeanne-white-ginder-commemorating-world-aids-day/
"November 29, 2024","Remarks by President Biden in Press Gaggle | Nantucket, MA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/29/remarks-by-president-biden-in-press-gaggle-nantucket-ma/
"November 29, 2024","Remarks by President Biden Before Air Force One Departure | Joint Base Andrews, MD",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/29/remarks-by-president-biden-before-air-force-one-departure-joint-base-andrews-md-6/
"November 26, 2024",Remarks by President Biden Announcing Cessation of Hostilities Between Israel and Hezbollah,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/26/remarks-by-president-biden-announcing-cessation-of-hostilities-between-israel-and-hezbollah/
"November 25, 2024","Remarks by President Biden and First Lady Jill Biden at a Friendsgiving Event | Staten Island, NY",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/25/remarks-by-president-biden-and-first-lady-jill-biden-at-a-friendsgiving-event-staten-island-ny/
"November 25, 2024",Remarks by President Biden at Pardoning of the National Turkey,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/25/remarks-by-president-biden-at-pardoning-of-the-national-turkey-3/
"November 22, 2024",Remarks by President Biden and First Lady Jill Biden at a Gratitude Dinner,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/22/remarks-by-president-biden-and-first-lady-jill-biden-at-a-gratitude-dinner/
"November 21, 2024","Remarks by President Biden Honoring the 2024 NBA Champions, the Boston Celtics",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/21/remarks-by-president-biden-honoring-the-2024-nba-champions-the-boston-celtics/
"November 18, 2024","Remarks by President Biden During the First Session of the G20 Summit | Rio de Janeiro, Brazil",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/18/remarks-by-president-biden-during-the-first-session-of-the-g20-summit-rio-de-janeiro-brazil/
"November 17, 2024","Remarks by President Biden in Statement to Press | Manaus, Brazil",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/17/remarks-by-president-biden-in-statement-to-press-manaus-brazil/
"November 16, 2024","Remarks by President Biden and President Xi Jinping of the People’s Republic of China Before Bilateral Meeting | Lima, Peru",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/16/remarks-by-president-biden-and-president-xi-jinping-of-the-peoples-republic-of-china-before-bilateral-meeting-lima-peru/
"November 15, 2024","Remarks by President Biden and President Dina Boluarte Zegarra of the Republic of Peru in Bilateral Meeting | Lima, Peru",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/15/remarks-by-president-biden-and-president-dina-boluarte-zegarra-of-the-republic-of-peru-in-bilateral-meeting-lima-peru/
"November 15, 2024","Remarks by President Biden, Prime Minister Ishiba Shigeru of Japan, and President Yoon Suk Yeol of the Republic of Korea in Trilateral Meeting | Lima, Peru",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/15/remarks-by-president-biden-prime-minister-ishiba-shigeru-of-japan-and-president-yoon-suk-yeol-of-the-republic-of-korea-in-trilateral-meeting-lima-peru/
"November 13, 2024",Remarks by President Biden and President-Elect Trump in a Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/13/remarks-by-president-biden-and-president-elect-trump-in-a-meeting/
"November 12, 2024",Remarks by President Biden and President Prabowo Subianto of Indonesia Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/12/remarks-by-president-biden-and-president-prabowo-subianto-of-indonesia-before-bilateral-meeting/
"November 12, 2024",Remarks by President Biden and President Isaac Herzog of the State of Israel Before a Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/12/remarks-by-president-biden-and-president-isaac-herzog-of-the-state-of-israel-before-a-meeting/
"November 11, 2024","Remarks by President Biden at the Guardian of Defenders Memorial | Claymont, DE",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/11/remarks-by-president-biden-at-the-guardian-of-defenders-memorial-claymont-de/
"November 11, 2024","Remarks by President Biden at the National Veterans Day Observance at the Memorial Amphitheater | Arlington, VA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/11/remarks-by-president-biden-at-the-national-veterans-day-observance-at-the-memorial-amphitheater-arlington-va/
"November 07, 2024",Remarks by President Biden in Address to the Nation,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/07/remarks-by-president-biden-in-address-to-the-nation-2/
"November 02, 2024","Remarks by President Biden at a Carpenters Local 445 GOTV Event | Scranton, PA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/02/remarks-by-president-biden-at-a-carpenters-local-445-gotv-event-scranton-pa/
"November 01, 2024","Remarks by President Biden on his Administration’s Historic Support for Unions | Philadelphia, PA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/11/01/remarks-by-president-biden-on-his-administrations-historic-support-for-unions-philadelphia-pa/
"October 31, 2024",Remarks by President Biden and President Nikos Christodoulides of the Republic of Cyprus Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/31/remarks-by-president-biden-and-president-nikos-christodoulides-of-the-republic-of-cyprus-before-bilateral-meeting/
"October 29, 2024",Remarks by President Biden on a Call with Voto Latino,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/29/remarks-by-president-biden-on-a-campaign-call/
"October 29, 2024","Remarks by President Biden in Press Gaggle | Baltimore, MD",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/29/remarks-by-president-biden-in-press-gaggle-baltimore-md/
"October 28, 2024",Remarks by President Biden at a Reception in Celebration of Diwali,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/28/remarks-by-president-biden-at-a-reception-in-celebration-of-diwali/
"October 28, 2024","Remarks by President Biden After Casting His Early-Voting Ballot in the 2024 General Election | New Castle, DE",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/28/remarks-by-president-biden-after-casting-his-early-voting-ballot-in-the-2024-general-election-new-castle-de/
"October 26, 2024","Remarks by President Biden at a LiUNA GOTV Kick-Off Event | Pittsburgh, PA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/26/remarks-by-president-biden-at-a-liuna-gotv-kick-off-event-pittsburgh-pa/
"October 26, 2024","Remarks by President Biden After Marine One Arrival | Philadelphia, PA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/26/remarks-by-president-biden-after-marine-one-arrival-philadelphia-pa/
"October 25, 2024","Remarks by President Biden on the Biden- ⁠ Harris Administration’s Record of Delivering for Tribal Communities, Including Keeping His Promise to Make this Historic Visit to Indian Country | Laveen Village, AZ",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/25/remarks-by-president-biden-on-the-biden-harris-administrations-record-of-delivering-for-tribal-communities-including-keeping-his-promise-to-make-this-historic-visit-to-indian-country-lavee/
"October 24, 2024",Remarks by President Biden Before Marine One Departure,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/24/remarks-by-president-biden-before-marine-one-departure-58/
"October 23, 2024","Remarks by President Biden on Lowering the Cost of Prescription Drugs | Concord, NH",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/23/remarks-by-president-biden-on-lowering-the-cost-of-prescription-drugs-concord-nh/
"October 22, 2024","Remarks by President Biden During Visit to a New Hampshire Democratic Coordinated Campaign Office | Concord, NH",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/22/remarks-by-president-biden-during-visit-to-a-new-hampshire-democratic-coordinated-campaign-office-concord-nh/
"October 22, 2024",Remarks by President Biden and Prime Minister Robert Golob of the Republic of Slovenia Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/22/remarks-by-president-biden-and-prime-minister-robert-golob-of-the-republic-of-slovenia-before-bilateral-meeting/
"October 21, 2024",Remarks by President Biden and First Lady Jill Biden at National Arts and Humanities Reception,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/21/remarks-by-president-biden-and-first-lady-jill-biden-at-national-arts-and-humanities-reception/
"October 20, 2024",Remarks by President Biden and First Lady Jill Biden at a Dinner Celebrating the New Enhanced and Expanded White House Public Tour,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/20/remarks-by-president-biden-and-first-lady-jill-biden-at-a-dinner-celebrating-the-new-enhanced-and-expanded-white-house-public-tour/
"October 18, 2024","Remarks by President Biden Before Air Force One Departure | Schönefeld, Germany",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/18/remarks-by-president-biden-before-air-force-one-departure-schonefeld-germany/
"October 18, 2024","Remarks by President Biden and Chancellor Olaf Scholz of Germany in Joint Statements to the Press | Berlin, Germany",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/18/remarks-by-president-biden-and-chancellor-olaf-scholz-of-germany-in-joint-statements-to-the-press-berlin-germany/
"October 18, 2024","Remarks by President Biden and President Frank-Walter Steinmeier of Germany at an Order of Merit Ceremony | Berlin, Germany",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/18/remarks-by-president-biden-and-president-frank-walter-steinmeier-of-germany-at-an-order-of-merit-ceremony-berlin-germany/
"October 17, 2024","Remarks by President Biden After Air Force One Arrival | Schönefeld, Germany",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/17/remarks-by-president-biden-after-air-force-one-arrival-schonefeld-germany/
"October 17, 2024",Remarks by President Biden at a Memorial Service for Mrs. Robert F. Kennedy,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/17/remarks-by-president-biden-at-a-memorial-service-for-mrs-robert-f-kennedy/
"October 17, 2024",Remarks by President Biden and First Lady Jill Biden at an Italian American Heritage Month Reception,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/17/remarks-by-president-biden-and-first-lady-jill-biden-at-an-italian-american-heritage-month-reception/
"October 15, 2024","Remarks by President Biden at a Political Event | Philadelphia, PA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/15/remarks-by-president-biden-at-a-political-event-philadelphia-pa/
"October 13, 2024","Remarks by President Biden Before Air Force One Departure | Tampa, FL",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/13/remarks-by-president-biden-before-air-force-one-departure-tampa-fl/
"October 13, 2024","Remarks by President Biden on the Response to Hurricane Milton | St. Pete Beach, FL",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/13/remarks-by-president-biden-on-the-response-to-hurricane-milton-st-pete-beach-fl/
"October 11, 2024",Remarks by President Biden and Vice President Harris on the Federal Government’s Response to Hurricanes Milton and Helene,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/11/remarks-by-president-biden-and-vice-president-harris-on-the-federal-governments-response-to-hurricanes-milton-and-helene/
"October 10, 2024",Remarks by President Biden on the Initial Impacts of Hurricane Milton and the Federal Government’s Ongoing Support to State and Local Officials,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/10/remarks-by-president-biden-on-the-initial-impacts-of-hurricane-milton-and-the-federal-governments-ongoing-support-to-state-and-local-officials/
"October 09, 2024",Remarks by President Biden During a Call with Jewish Faith Leaders for High Holidays,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/09/remarks-by-president-biden-during-a-call-with-jewish-faith-leaders-for-high-holidays-2/
"October 09, 2024",Remarks by President Biden on Hurricane Milton,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/09/remarks-by-president-biden-on-hurricane-milton/
"October 09, 2024",Remarks by President Biden and Vice President Harris During a Briefing on the Administration’s Life-Saving Preparations for Hurricane Milton,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/09/remarks-by-president-biden-and-vice-president-harris-during-a-briefing-on-the-administrations-life-saving-preparations-for-hurricane-milton/
"October 08, 2024","Remarks by President Biden at a Campaign Event in Support of Senator Bob Casey | Bryn Mawr, PA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/08/remarks-by-president-biden-at-a-campaign-event-in-support-of-senator-bob-casey-bryn-mawr-pa/
"October 08, 2024","Remarks by President Biden on the Biden- ⁠ Harris Administration’s Progress in Replacing Lead Pipes and Creating Good-Paying Jobs | Milwaukee, WI",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/08/remarks-by-president-biden-on-the-biden-harris-administrations-progress-in-replacing-lead-pipes-and-creating-good-paying-jobs-milwaukee-wi/
"October 08, 2024",Remarks by President Biden After Briefing on the Federal Government’s Response to Hurricane Helene and the Preparations for Hurricane Milton,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/08/remarks-by-president-biden-after-briefing-on-the-federal-governments-response-to-hurricane-helene-and-the-preparations-for-hurricane-milton/
"October 05, 2024",Remarks by President Biden Before Marine One Departure,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/05/remarks-by-president-biden-before-marine-one-departure-57/
"October 03, 2024",Remarks by President Biden After Marine One Arrival,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/03/remarks-by-president-biden-after-marine-one-arrival-27/
"October 03, 2024","Remarks by President Biden on Response and Recovery Efforts Following Hurricane Helene | Ray City, GA",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/03/remarks-by-president-biden-on-response-and-recovery-efforts-following-hurricane-helene-ray-city-ga/
"October 03, 2024",Remarks by President Biden Before Marine One Departure,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/03/remarks-by-president-biden-before-marine-one-departure-56/
"October 02, 2024","Remarks by President Biden Before an Operational Briefing on the Impacts of Hurricane Helene | Raleigh, NC",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/02/remarks-by-president-biden-before-an-operational-briefing-on-the-impacts-of-hurricane-helene-raleigh-nc/
"October 02, 2024","Remarks by President Biden Before Air Force One Departure | Joint Base Andrews, MD",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/02/remarks-by-president-biden-before-air-force-one-departure-joint-base-andrews-md-5/
"October 01, 2024",Remarks by President Biden Before an Interagency Briefing on Response to Hurricane Helene,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/01/remarks-by-president-biden-before-an-interagency-briefing-on-response-to-hurricane-helene/
"October 01, 2024",Remarks by President Biden on his Administration’s Continued Response Efforts to Hurricane Helene,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/10/01/remarks-by-president-biden-on-his-administrations-continued-response-efforts-to-hurricane-helene/
"September 30, 2024",Remarks by President Biden at an Event Celebrating the 2024 U.S. Olympic and Paralympic Teams,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/30/remarks-by-president-biden-at-an-event-celebrating-the-2024-u-s-olympic-and-paralympic-teams/
"September 30, 2024",Remarks by President Biden to the NABTU Tradeswomen Build Nations Conference,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/30/remarks-by-president-biden-to-the-nabtu-tradeswomen-build-nations-conference/
"September 30, 2024","Remarks by President Biden Before Air Force One Departure | Dover, DE",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/30/remarks-by-president-biden-before-air-force-one-departure-dover-de/
"September 27, 2024","Remarks by President Biden in Press Gaggle | Dover, DE",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/27/remarks-by-president-biden-in-press-gaggle-dover-de/
"September 26, 2024","Remarks by President Biden, Vice President Harris, and Mayor Woodfin on the Scourge of Gun Violence in America",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/26/remarks-by-president-biden-vice-president-harris-and-mayor-woodfin-on-the-scourge-of-gun-violence-in-america/
"September 25, 2024","Remarks by President Biden and First Lady Jill Biden at the United Nations General Assembly Leaders’ Reception | New York, NY",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/25/remarks-by-president-biden-and-first-lady-jill-biden-at-the-united-nations-general-assembly-leaders-reception-new-york-ny/
"September 25, 2024","Remarks by President Biden and General Secretary Tô Lâm of Vietnam Before Bilateral Meeting | New York, NY",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/25/remarks-by-president-biden-and-general-secretary-to-lam-of-vietnam-before-bilateral-meeting-new-york-ny/
"September 25, 2024","Remarks by President Biden at an Event with World Leaders Launching a Joint Declaration of Support for Ukrainian Recovery and Reconstruction | New York, NY",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/25/remarks-by-president-biden-at-an-event-with-world-leaders-launching-a-joint-declaration-of-support-for-ukrainian-recovery-and-reconstruction-new-york-ny/
"September 24, 2024","Remarks by President Biden on Climate at the Bloomberg Global Business Forum | New York, NY",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/24/remarks-by-president-biden-on-climate-at-the-bloomberg-global-business-forum-new-york-ny/
"September 24, 2024","Remarks by President Biden Honoring the 2023 National Women’s Soccer League Champions, NJ/NY GOTHAM FC | (September 23, 2024)",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/24/remarks-by-president-biden-honoring-the-2023-national-womens-soccer-league-champions-nj-ny-gotham-fc-september-23-2024/
"September 24, 2024","Remarks by President Biden at the Global Coalition to Address Synthetic Drug Threats | New York, NY",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/24/remarks-by-president-biden-at-the-global-coalition-to-address-synthetic-drug-threats-new-york-ny/
"September 24, 2024","Remarks by President Biden Before the 79th Session of the United Nations General Assembly | New York, NY",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/24/remarks-by-president-biden-before-the-79th-session-of-the-united-nations-general-assembly-new-york-ny/
"September 23, 2024","Remarks by President Biden Receiving the Clinton Global Citizen Award | New York, New York",https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/23/remarks-by-president-biden-receiving-the-clinton-global-citizen-award-new-york-new-york/
"September 23, 2024",Remarks by President Biden and President Mohamed bin Zayed al Nahyan of the United Arab Emirates Before Bilateral Meeting,https://bidenwhitehouse.archives.gov/briefing-room/speeches-remarks/2024/09/23/remarks-by-president-biden-and-president-mohamed-bin-zayed-al-nahyan-of-the-united-arab-emirates-before-bilateral-meeting-2/
